application_id,application_month,age,employment_years,annual_income,loan_amount,term_months,interest_rate,debt_to_income,credit_score,n_open_accounts,n_delinq_2yr,home_ownership,purpose,employment_type,region,channel,prior_customer,collections_flag,default
APP004761,2024-07,56,9.1,19000.0,15600.0,36,16.06,0.5012,637.0,5,0,mortgage,medical,salaried,midwest,partner,True,0,0
APP004762,2024-02,32,5.7,42200.0,13600.0,36,15.46,0.1905,616.0,5,1,own,medical,contract,south,branch,False,1,1
APP004763,2023-10,28,0.2,19600.0,5000.0,60,16.82,0.384,612.0,4,0,own,debt_consolidation,salaried,northeast,branch,False,1,1
APP004764,2023-04,50,14.4,36400.0,35100.0,48,16.41,0.5361,589.0,1,0,rent,debt_consolidation,salaried,south,digital,False,0,0
APP004765,2022-05,26,2.3,13800.0,6300.0,36,14.57,0.4279,655.0,4,0,own,medical,salaried,northeast,branch,False,0,0
APP004766,2023-02,27,5.2,30200.0,10500.0,12,15.8,0.4896,585.0,5,0,rent,medical,salaried,midwest,digital,False,0,0
APP004767,2022-08,26,1.9,12500.0,1500.0,48,18.31,0.6543,,4,0,mortgage,debt_consolidation,contract,west,digital,False,0,0
APP004768,2023-01,25,,22500.0,12500.0,48,15.2,0.2991,,2,0,rent,auto,self_employed,south,broker,False,0,0
APP004769,2024-07,34,4.8,35900.0,14900.0,60,16.71,0.1301,585.0,6,0,own,medical,self_employed,west,partner,False,0,0
APP004770,2022-05,63,,62200.0,42000.0,60,14.41,0.1719,703.0,5,0,mortgage,auto,self_employed,west,branch,False,0,0
APP004771,2023-04,38,3.1,33500.0,26700.0,60,14.52,0.3784,705.0,1,0,mortgage,debt_consolidation,salaried,northeast,digital,False,0,0
APP004772,2022-04,29,3.7,46900.0,25000.0,24,13.04,0.4413,702.0,2,0,rent,other,salaried,south,branch,False,0,0
APP004773,2022-08,19,1.6,26800.0,14100.0,36,17.32,0.4174,605.0,2,0,rent,home_improvement,salaried,northeast,digital,True,0,0
APP004774,2024-04,47,2.1,20400.0,7000.0,36,13.5,0.1422,630.0,3,0,rent,debt_consolidation,salaried,south,branch,False,0,0
APP004775,2022-06,31,1.8,37600.0,26500.0,60,16.26,0.3236,621.0,5,1,rent,major_purchase,salaried,northeast,branch,True,0,0
APP004776,2022-08,55,,50500.0,22500.0,24,13.94,0.4345,686.0,7,0,rent,auto,self_employed,northeast,digital,False,1,0
APP004777,2023-04,27,2.8,24800.0,19400.0,36,15.75,0.6009,,3,0,own,debt_consolidation,retired,south,partner,False,1,1
APP004778,2022-02,42,5.5,,31600.0,60,15.6,0.269,663.0,10,0,mortgage,home_improvement,salaried,midwest,branch,False,0,0
APP004779,2023-09,38,,71300.0,11400.0,24,15.37,0.4814,644.0,3,0,mortgage,home_improvement,self_employed,midwest,digital,False,0,0
APP004780,2023-06,33,2.9,33900.0,13000.0,12,14.1,0.5475,682.0,5,0,mortgage,auto,salaried,midwest,branch,True,0,0
APP004781,2024-10,37,11.2,25400.0,11900.0,36,13.51,0.2801,659.0,3,0,own,debt_consolidation,self_employed,northeast,digital,False,0,0
APP004782,2023-09,37,9.7,,1000.0,60,16.16,0.4996,539.0,4,0,rent,debt_consolidation,salaried,south,digital,False,1,1
APP004783,2024-07,25,5.7,13900.0,2100.0,36,14.91,0.2048,647.0,3,0,mortgage,debt_consolidation,salaried,midwest,partner,False,0,0
APP004784,2023-01,34,4.6,28200.0,18200.0,24,13.87,0.48,710.0,4,0,mortgage,debt_consolidation,self_employed,northeast,branch,True,1,0
APP004785,2022-11,30,,19100.0,18500.0,60,14.43,0.2612,662.0,5,0,mortgage,debt_consolidation,self_employed,midwest,partner,False,0,0
APP004786,2022-07,44,4.5,35000.0,5900.0,12,14.82,0.2488,615.0,3,0,rent,debt_consolidation,self_employed,south,partner,False,0,0
APP004787,2022-06,29,3.6,17500.0,21700.0,48,15.07,0.564,661.0,5,0,rent,auto,salaried,midwest,branch,False,1,1
APP004788,2024-08,46,5.4,32800.0,4900.0,48,15.68,0.4984,618.0,2,0,mortgage,debt_consolidation,salaried,northeast,digital,False,1,1
APP004789,2024-02,26,2.5,17200.0,6100.0,36,13.39,0.2756,700.0,2,0,mortgage,home_improvement,salaried,northeast,digital,True,0,0
APP004790,2024-11,60,,39300.0,20400.0,36,14.61,0.4421,677.0,9,0,rent,debt_consolidation,self_employed,west,broker,False,0,0
APP004791,2024-03,43,16.6,33800.0,25600.0,36,13.95,0.3787,689.0,6,0,own,other,salaried,northeast,branch,False,0,0
APP004792,2022-05,42,4.8,26000.0,13400.0,48,14.26,0.3549,630.0,5,0,mortgage,debt_consolidation,salaried,northeast,branch,False,0,0
APP004793,2023-02,45,6.7,60200.0,21500.0,36,13.75,0.1713,629.0,9,0,own,major_purchase,salaried,south,digital,False,0,0
APP004794,2023-12,71,12.6,30200.0,2900.0,36,12.9,0.1047,645.0,6,0,mortgage,debt_consolidation,self_employed,northeast,digital,False,0,0
APP004795,2022-01,35,14.8,44200.0,36100.0,12,16.99,1.2388,628.0,9,0,rent,debt_consolidation,contract,south,digital,True,0,0
APP004796,2024-03,40,3.3,30100.0,35500.0,12,18.99,1.3882,514.0,11,0,rent,small_business,contract,midwest,partner,False,1,1
APP004797,2022-03,44,7.4,47500.0,23200.0,36,13.31,0.281,739.0,6,0,mortgage,home_improvement,salaried,northeast,partner,True,0,0
APP004798,2024-06,34,1.1,21400.0,17700.0,12,18.18,1.0514,495.0,9,0,rent,home_improvement,salaried,northeast,digital,True,1,1
APP004799,2024-02,43,4.4,44800.0,25800.0,24,15.85,0.7362,589.0,3,0,own,debt_consolidation,salaried,midwest,branch,False,0,0
APP004800,2023-08,21,,11300.0,4300.0,24,15.08,0.6579,,2,0,rent,debt_consolidation,self_employed,west,branch,False,0,0
APP004801,2023-11,48,7.6,25500.0,26300.0,36,16.95,0.7229,540.0,3,0,rent,debt_consolidation,contract,midwest,digital,False,0,0
APP004802,2022-01,51,,35900.0,6500.0,24,13.69,0.2133,718.0,5,0,rent,debt_consolidation,self_employed,northeast,branch,False,0,0
APP004803,2024-11,54,9.3,46400.0,17400.0,60,13.48,0.1322,755.0,1,0,rent,home_improvement,salaried,midwest,digital,True,1,0
APP004804,2022-11,53,,49400.0,44200.0,36,12.74,0.3818,680.0,11,0,own,auto,salaried,northeast,digital,True,0,0
APP004805,2022-11,23,1.2,24100.0,2000.0,36,11.62,0.0643,716.0,4,0,mortgage,medical,salaried,south,digital,True,0,0
APP004806,2023-12,61,5.1,28200.0,12900.0,36,16.37,0.5202,683.0,10,0,rent,medical,contract,midwest,digital,False,0,1
APP004807,2024-04,44,12.6,49200.0,9700.0,36,12.09,0.2756,759.0,7,0,mortgage,medical,self_employed,south,digital,True,0,0
APP004808,2024-07,47,12.1,78400.0,32900.0,12,14.26,0.5349,691.0,4,0,mortgage,medical,salaried,midwest,digital,False,0,0
APP004809,2022-01,24,1.3,17600.0,15400.0,24,16.29,0.5846,583.0,6,0,own,small_business,salaried,south,broker,True,1,1
APP004810,2024-01,35,8.1,36600.0,19000.0,36,17.04,0.3947,618.0,7,0,mortgage,major_purchase,salaried,west,branch,True,1,1
APP004811,2023-12,48,7.8,24200.0,18600.0,36,13.77,0.3713,671.0,4,0,own,major_purchase,contract,west,branch,True,1,1
APP004812,2024-07,59,17.0,36300.0,5700.0,24,13.66,0.1019,744.0,4,0,rent,home_improvement,self_employed,south,digital,True,0,0
APP004813,2023-03,50,2.8,32600.0,32100.0,24,16.02,0.7767,633.0,5,0,rent,debt_consolidation,salaried,south,branch,True,0,0
APP004814,2023-09,37,1.2,23500.0,27200.0,24,16.0,0.7673,633.0,3,0,rent,major_purchase,salaried,northeast,branch,False,0,0
APP004815,2022-12,41,4.1,29100.0,12200.0,24,14.68,0.2886,657.0,4,0,own,debt_consolidation,self_employed,northeast,broker,False,0,0
APP004816,2023-02,21,8.4,33200.0,8500.0,12,15.14,0.4608,637.0,3,0,rent,major_purchase,salaried,midwest,digital,False,0,0
APP004817,2024-09,21,2.3,16200.0,3900.0,48,15.81,0.2728,597.0,4,0,mortgage,debt_consolidation,self_employed,south,partner,True,0,0
APP004818,2022-05,52,2.3,32900.0,34200.0,36,16.02,0.6034,645.0,6,0,own,major_purchase,salaried,south,broker,True,0,0
APP004819,2024-08,31,6.3,39500.0,4500.0,36,13.13,0.3181,748.0,3,0,mortgage,debt_consolidation,salaried,midwest,digital,True,1,1
APP004820,2023-09,73,23.2,116700.0,120000.0,48,13.82,0.311,716.0,9,0,mortgage,debt_consolidation,salaried,west,partner,False,0,0
APP004821,2024-09,37,6.2,21300.0,11200.0,48,16.81,0.4093,553.0,5,0,rent,debt_consolidation,retired,south,partner,False,0,0
APP004822,2024-04,44,9.7,24300.0,7200.0,24,14.24,0.1918,692.0,7,0,mortgage,auto,salaried,midwest,broker,False,0,0
APP004823,2023-01,46,4.3,73700.0,48000.0,36,13.77,0.3075,671.0,4,0,rent,other,salaried,northeast,broker,False,0,0
APP004824,2023-11,20,3.7,22200.0,7500.0,48,13.45,0.2127,758.0,4,0,rent,home_improvement,salaried,south,branch,True,0,0
APP004825,2022-08,33,1.2,18900.0,4000.0,36,13.92,0.1944,,3,0,mortgage,auto,salaried,south,branch,False,0,0
APP004826,2023-09,37,,16200.0,6700.0,12,15.98,0.5865,580.0,5,0,rent,medical,self_employed,west,digital,False,0,0
APP004827,2022-07,49,,,17000.0,36,16.51,0.2685,501.0,6,1,rent,debt_consolidation,self_employed,south,digital,False,0,0
APP004828,2024-11,32,4.5,22500.0,5900.0,48,15.18,0.2594,628.0,6,0,mortgage,debt_consolidation,salaried,midwest,digital,False,0,0
APP004829,2023-09,57,18.1,34900.0,2500.0,48,13.33,0.188,663.0,8,0,own,small_business,salaried,south,partner,False,0,0
APP004830,2024-09,35,5.1,33900.0,32100.0,36,16.94,0.4666,553.0,8,0,mortgage,home_improvement,salaried,south,digital,False,0,0
APP004831,2024-09,42,0.5,6100.0,2700.0,24,17.26,0.4195,553.0,7,1,rent,debt_consolidation,unemployed,west,digital,False,0,0
APP004832,2023-11,32,3.4,47800.0,19800.0,36,16.12,0.294,642.0,3,0,rent,major_purchase,salaried,south,branch,False,0,0
APP004833,2024-05,44,2.0,22600.0,12900.0,24,14.52,0.4814,672.0,8,0,mortgage,home_improvement,salaried,west,partner,True,0,0
APP004834,2022-10,37,7.5,27700.0,3600.0,24,13.45,0.3395,699.0,3,0,mortgage,debt_consolidation,self_employed,west,broker,True,0,0
APP004835,2024-10,42,0.8,27700.0,2900.0,36,16.52,0.3033,,3,0,mortgage,medical,salaried,south,broker,False,0,0
APP004836,2022-12,34,4.2,24700.0,8800.0,36,15.57,0.4361,621.0,6,0,mortgage,debt_consolidation,salaried,northeast,branch,True,0,0
APP004837,2023-09,52,4.7,47500.0,6200.0,24,13.88,0.3187,660.0,6,0,mortgage,medical,salaried,midwest,broker,True,0,0
APP004838,2023-05,25,3.7,29400.0,23200.0,36,14.46,0.3761,648.0,3,0,rent,home_improvement,contract,midwest,partner,False,0,1
APP004839,2024-07,34,8.7,36100.0,32200.0,24,15.22,0.5913,627.0,7,0,mortgage,debt_consolidation,salaried,northeast,digital,False,0,0
APP004840,2023-10,56,,71600.0,67900.0,36,13.71,0.3732,721.0,9,0,mortgage,debt_consolidation,retired,midwest,broker,True,0,0
APP004841,2023-03,70,13.3,81300.0,52900.0,48,14.84,0.2643,665.0,9,0,rent,debt_consolidation,salaried,northeast,digital,True,0,0
APP004842,2023-06,57,14.3,72200.0,30600.0,48,13.3,0.205,706.0,8,0,mortgage,home_improvement,salaried,midwest,digital,False,0,0
APP004843,2022-01,21,1.8,27700.0,14700.0,36,14.9,0.3747,,2,0,rent,debt_consolidation,salaried,south,partner,False,0,0
APP004844,2023-02,39,1.3,12300.0,9000.0,24,16.06,0.4479,588.0,5,0,own,home_improvement,salaried,south,digital,False,0,0
APP004845,2022-02,24,1.6,15000.0,2600.0,36,14.7,0.2164,,1,0,rent,debt_consolidation,salaried,west,branch,True,0,0
APP004846,2024-02,66,9.5,32400.0,5200.0,60,14.62,0.1644,617.0,6,0,mortgage,debt_consolidation,salaried,west,partner,True,0,0
APP004847,2022-02,31,13.3,49300.0,48300.0,48,14.86,0.5098,676.0,2,0,mortgage,small_business,contract,south,branch,False,0,0
APP004848,2024-07,25,,22800.0,11700.0,48,15.37,0.3086,628.0,3,0,mortgage,debt_consolidation,self_employed,south,digital,True,0,0
APP004849,2024-01,30,3.5,19900.0,8300.0,36,14.71,0.4153,670.0,6,0,rent,auto,salaried,northeast,digital,True,0,0
APP004850,2023-06,42,1.3,37700.0,24700.0,36,17.5,0.4941,,7,0,rent,debt_consolidation,self_employed,south,digital,False,1,0
APP004851,2023-01,30,5.5,13800.0,6400.0,36,15.59,0.4569,656.0,2,0,rent,debt_consolidation,salaried,midwest,digital,False,0,0
APP004852,2022-03,35,5.9,23900.0,2300.0,36,14.13,0.1863,715.0,3,0,mortgage,debt_consolidation,salaried,northeast,partner,False,0,0
APP004853,2024-09,33,8.9,26900.0,8800.0,36,17.45,0.4325,,4,0,mortgage,debt_consolidation,contract,midwest,branch,False,0,0
APP004854,2024-10,27,0.9,8500.0,5800.0,24,16.34,0.7672,559.0,3,0,mortgage,debt_consolidation,contract,northeast,branch,False,0,1
APP004855,2024-10,53,19.6,40400.0,27500.0,48,13.63,0.2952,,2,0,rent,debt_consolidation,unemployed,south,broker,False,0,0
APP004856,2022-10,50,0.9,50400.0,18300.0,36,14.19,0.186,706.0,6,0,mortgage,debt_consolidation,salaried,northeast,branch,True,0,0
APP004857,2022-07,40,4.9,18300.0,7900.0,48,14.14,0.2187,642.0,3,0,own,home_improvement,contract,northeast,branch,False,1,1
APP004858,2023-05,47,0.7,28500.0,2500.0,12,13.45,0.2451,686.0,4,0,own,small_business,salaried,west,partner,False,0,0
APP004859,2022-12,29,0.3,39700.0,13600.0,24,14.46,0.2756,638.0,5,0,mortgage,medical,self_employed,west,branch,True,1,1
APP004860,2024-07,41,3.4,25600.0,12500.0,36,15.48,0.603,626.0,2,0,mortgage,other,salaried,south,broker,True,0,1
APP004861,2023-08,19,3.5,26800.0,6300.0,60,16.13,0.1871,586.0,5,0,rent,major_purchase,salaried,midwest,broker,False,0,0
APP004862,2024-06,60,,16700.0,12200.0,36,16.6,0.5712,639.0,7,0,mortgage,debt_consolidation,retired,midwest,branch,True,0,0
APP004863,2023-09,31,,12200.0,8400.0,36,16.93,0.4917,513.0,4,0,mortgage,debt_consolidation,self_employed,midwest,branch,False,1,1
APP004864,2022-11,26,9.3,23200.0,20900.0,36,16.0,0.5726,672.0,3,0,rent,major_purchase,salaried,midwest,digital,False,0,0
APP004865,2024-04,37,1.5,28000.0,9400.0,24,17.54,0.4534,624.0,3,0,rent,debt_consolidation,salaried,south,digital,False,0,0
APP004866,2024-08,41,14.5,86900.0,59900.0,12,17.86,0.9001,630.0,8,0,rent,medical,salaried,west,digital,True,0,0
APP004867,2024-02,41,4.7,36900.0,29500.0,36,15.71,0.3985,587.0,4,0,mortgage,other,salaried,south,digital,False,0,0
APP004868,2024-01,24,4.0,24400.0,1500.0,24,16.07,0.3867,615.0,4,0,mortgage,home_improvement,contract,midwest,broker,False,0,0
APP004869,2024-09,30,8.2,37100.0,6200.0,36,14.22,0.2136,661.0,2,0,mortgage,debt_consolidation,contract,midwest,digital,True,0,0
APP004870,2022-11,44,4.6,43700.0,20400.0,36,13.78,0.339,671.0,1,0,mortgage,other,self_employed,south,broker,True,0,0
APP004871,2024-07,51,6.1,58700.0,42100.0,36,13.61,0.2991,664.0,1,0,mortgage,major_purchase,salaried,west,digital,False,0,0
APP004872,2024-10,51,4.0,31100.0,3500.0,36,15.95,0.4652,699.0,7,0,mortgage,debt_consolidation,salaried,south,partner,False,0,0
APP004873,2024-08,26,3.4,24800.0,17800.0,36,17.64,0.3131,525.0,6,1,own,major_purchase,salaried,south,digital,False,0,1
APP004874,2024-04,38,,13100.0,4400.0,36,13.21,0.1842,656.0,3,0,mortgage,debt_consolidation,salaried,west,digital,False,0,0
APP004875,2023-05,60,6.3,69400.0,8200.0,36,15.62,0.2185,687.0,7,0,mortgage,debt_consolidation,retired,midwest,digital,False,0,0
APP004876,2023-11,29,,30500.0,10000.0,24,13.15,0.428,736.0,5,0,mortgage,medical,self_employed,west,branch,True,0,0
APP004877,2024-02,34,6.3,36400.0,30100.0,48,16.08,0.6592,635.0,5,0,rent,major_purchase,salaried,west,digital,False,0,0
APP004878,2023-06,34,3.5,27200.0,21800.0,60,15.4,0.3234,577.0,5,0,rent,auto,retired,south,digital,False,0,0
APP004879,2022-03,47,5.5,33600.0,2100.0,36,13.78,0.2145,631.0,4,0,rent,medical,salaried,west,branch,False,0,0
APP004880,2022-11,35,6.3,51500.0,7200.0,36,15.17,0.2323,594.0,5,1,rent,home_improvement,salaried,west,digital,False,0,0
APP004881,2024-08,27,3.1,50300.0,11500.0,36,14.11,0.1617,710.0,4,0,mortgage,debt_consolidation,salaried,south,branch,False,0,0
APP004882,2024-05,74,8.7,125000.0,20700.0,48,11.88,0.1044,730.0,9,0,mortgage,debt_consolidation,salaried,northeast,partner,False,0,0
APP004883,2024-09,35,,18100.0,4700.0,36,14.62,0.2518,663.0,3,0,rent,debt_consolidation,salaried,south,digital,False,0,0
APP004884,2024-04,54,11.4,37000.0,5000.0,24,15.02,0.3662,637.0,4,0,own,home_improvement,salaried,midwest,partner,False,0,0
APP004885,2023-01,40,,22400.0,2900.0,24,12.89,0.1488,730.0,6,0,own,other,self_employed,south,digital,False,0,0
APP004886,2024-04,70,,55300.0,26300.0,24,13.99,0.2796,638.0,8,0,own,debt_consolidation,self_employed,northeast,digital,False,0,0
APP004887,2023-03,59,2.6,42900.0,14000.0,36,15.85,0.22,647.0,3,0,mortgage,debt_consolidation,salaried,northeast,branch,False,0,0
APP004888,2024-06,48,,23100.0,28400.0,36,15.19,0.666,593.0,7,0,mortgage,debt_consolidation,retired,south,digital,False,0,0
APP004889,2023-03,19,2.5,28900.0,21500.0,36,15.19,0.3352,722.0,2,0,mortgage,debt_consolidation,salaried,northeast,digital,True,0,0
APP004890,2024-08,36,8.8,25700.0,3600.0,36,13.41,0.3167,652.0,6,0,mortgage,medical,salaried,west,digital,False,0,0
APP004891,2023-07,35,11.3,30000.0,26700.0,48,13.88,0.3839,760.0,8,0,mortgage,home_improvement,salaried,midwest,digital,False,0,0
APP004892,2022-11,79,28.7,80300.0,65600.0,48,15.5,0.397,636.0,13,0,rent,other,contract,northeast,broker,False,0,0
APP004893,2023-11,41,7.6,12700.0,1600.0,48,15.0,0.1097,642.0,4,0,own,debt_consolidation,unemployed,south,branch,False,0,0
APP004894,2024-09,43,2.9,32400.0,3100.0,36,13.59,0.4017,651.0,5,0,mortgage,small_business,contract,west,digital,False,0,0
APP004895,2023-07,45,6.8,13300.0,16600.0,60,13.88,0.4124,660.0,8,0,rent,small_business,contract,south,digital,False,0,0
APP004896,2022-10,57,13.6,43900.0,33400.0,48,15.57,0.3773,643.0,4,0,mortgage,debt_consolidation,salaried,south,digital,True,0,0
APP004897,2024-08,42,7.7,39600.0,21500.0,36,15.73,0.5007,622.0,6,0,own,home_improvement,salaried,south,branch,False,0,0
APP004898,2024-04,44,,31600.0,8400.0,36,15.0,0.1453,685.0,12,0,mortgage,major_purchase,salaried,midwest,partner,True,0,0
APP004899,2024-08,30,5.1,36300.0,20500.0,12,15.98,0.8449,559.0,5,0,rent,other,salaried,northeast,branch,False,0,1
APP004900,2022-08,20,1.5,18900.0,11200.0,48,15.78,0.3691,,6,0,mortgage,other,salaried,south,digital,True,0,0
APP004901,2024-10,42,6.6,28400.0,10400.0,48,14.39,0.4012,665.0,6,0,mortgage,debt_consolidation,retired,west,digital,True,1,1
APP004902,2022-12,47,1.4,39100.0,4800.0,48,15.45,0.2932,620.0,7,0,rent,auto,salaried,south,broker,False,0,0
APP004903,2023-06,38,1.6,30700.0,2300.0,36,15.14,0.1337,600.0,6,0,mortgage,debt_consolidation,contract,south,digital,False,0,0
APP004904,2024-09,53,6.5,28600.0,31700.0,60,14.57,0.2701,643.0,7,0,mortgage,auto,salaried,midwest,branch,False,0,0
APP004905,2024-01,41,2.3,29800.0,18300.0,48,15.06,0.2495,687.0,3,0,rent,medical,salaried,west,digital,False,0,0
APP004906,2022-12,19,1.9,12200.0,6700.0,36,14.54,0.2044,690.0,1,0,mortgage,other,salaried,south,digital,False,0,0
APP004907,2023-05,44,2.8,18300.0,17900.0,48,16.15,0.3174,632.0,1,0,own,auto,contract,west,digital,False,0,0
APP004908,2024-06,33,2.2,16400.0,12100.0,36,15.25,0.3512,639.0,2,0,rent,major_purchase,salaried,midwest,digital,False,1,1
APP004909,2023-10,42,3.5,28300.0,18400.0,12,17.96,0.769,573.0,4,0,mortgage,debt_consolidation,retired,midwest,broker,True,0,0
APP004910,2023-02,39,0.5,17900.0,6500.0,48,15.85,0.3564,587.0,4,0,rent,major_purchase,salaried,midwest,digital,False,0,0
APP004911,2023-11,40,5.2,52100.0,19100.0,48,14.97,0.186,651.0,6,0,mortgage,debt_consolidation,salaried,northeast,digital,False,0,0
APP004912,2024-07,45,0.6,26500.0,7900.0,36,13.13,0.1524,706.0,2,0,own,small_business,salaried,northeast,digital,False,0,0
APP004913,2024-12,34,4.1,16500.0,6900.0,24,14.12,0.282,636.0,7,0,mortgage,debt_consolidation,salaried,south,digital,False,1,1
APP004914,2024-03,35,10.3,50100.0,8200.0,24,15.12,0.4304,717.0,6,0,mortgage,debt_consolidation,salaried,south,digital,False,0,0
APP004915,2023-11,33,,37100.0,46200.0,36,14.73,0.6833,676.0,4,0,rent,major_purchase,self_employed,west,partner,False,0,0
APP004916,2023-09,34,1.3,16200.0,9700.0,36,14.85,0.2685,639.0,5,0,mortgage,debt_consolidation,retired,west,branch,True,0,0
APP004917,2022-10,37,6.3,19900.0,13100.0,24,13.44,0.4096,625.0,9,0,rent,other,salaried,west,digital,False,0,0
APP004918,2023-11,37,1.2,24400.0,7700.0,36,16.76,0.493,615.0,6,0,rent,debt_consolidation,salaried,northeast,branch,False,0,0
APP004919,2024-05,42,,23000.0,16700.0,36,17.31,0.5001,526.0,4,0,mortgage,other,self_employed,south,digital,False,1,0
APP004920,2023-07,53,13.8,32000.0,7200.0,48,15.88,0.2905,699.0,7,0,rent,other,salaried,south,digital,False,1,1
APP004921,2022-02,58,1.7,33800.0,17200.0,48,14.78,0.3785,662.0,7,0,mortgage,medical,salaried,northeast,digital,True,0,0
APP004922,2023-10,25,3.0,29400.0,8800.0,48,14.52,0.2753,656.0,0,0,mortgage,debt_consolidation,salaried,midwest,digital,False,0,0
APP004923,2023-05,35,10.3,9700.0,4100.0,48,13.64,0.171,690.0,5,0,mortgage,major_purchase,unemployed,northeast,broker,False,0,0
APP004924,2024-11,47,10.4,61200.0,11600.0,24,13.95,0.243,712.0,6,0,rent,auto,salaried,northeast,partner,False,0,0
APP004925,2023-07,44,4.3,25600.0,8400.0,36,14.27,0.2419,632.0,6,0,mortgage,major_purchase,salaried,west,digital,True,0,0
APP004926,2023-12,47,31.7,72100.0,40500.0,60,16.13,0.7085,639.0,3,0,rent,home_improvement,salaried,midwest,digital,True,0,0
APP004927,2024-12,48,1.5,48100.0,19400.0,36,14.17,0.2407,657.0,4,0,mortgage,debt_consolidation,salaried,west,digital,False,1,1
APP004928,2023-10,31,2.2,18500.0,1600.0,48,14.37,0.0568,639.0,5,0,mortgage,auto,salaried,south,digital,False,0,0
APP004929,2023-03,38,4.2,48900.0,33600.0,48,17.22,0.3636,569.0,3,0,mortgage,debt_consolidation,salaried,midwest,branch,False,1,1
APP004930,2023-06,31,3.7,42200.0,34700.0,24,16.93,0.644,565.0,2,0,rent,debt_consolidation,salaried,west,digital,False,0,0
APP004931,2024-04,48,9.3,37000.0,4800.0,12,12.92,0.2212,666.0,9,0,rent,debt_consolidation,salaried,midwest,digital,False,0,0
APP004932,2023-06,30,2.7,20000.0,10600.0,12,17.57,0.6901,466.0,2,0,mortgage,debt_consolidation,contract,west,digital,True,1,1
APP004933,2022-10,37,1.6,19900.0,11100.0,36,16.81,0.6106,564.0,10,0,mortgage,debt_consolidation,salaried,northeast,partner,False,1,1
APP004934,2022-06,27,4.2,21300.0,23200.0,36,16.27,0.6267,609.0,3,0,own,home_improvement,salaried,west,digital,False,0,0
APP004935,2024-07,28,3.1,31200.0,34800.0,36,15.78,0.6336,614.0,8,0,rent,medical,salaried,west,branch,True,1,1
APP004936,2023-01,47,11.4,29800.0,14400.0,24,13.96,0.3823,631.0,5,0,own,major_purchase,retired,northeast,broker,False,0,0
APP004937,2024-04,61,1.2,25100.0,8300.0,48,17.85,0.536,566.0,2,0,rent,medical,salaried,south,broker,False,0,0
APP004938,2022-04,47,,90600.0,21600.0,48,12.76,0.1431,765.0,8,0,rent,debt_consolidation,self_employed,south,branch,True,0,0
APP004939,2022-12,49,3.4,53300.0,6100.0,24,14.71,0.2276,626.0,4,0,rent,home_improvement,salaried,south,digital,False,0,0
APP004940,2023-03,48,1.2,42000.0,23800.0,24,14.75,0.4664,680.0,2,0,mortgage,other,retired,south,digital,False,0,0
APP004941,2022-03,51,14.5,48100.0,40500.0,60,17.37,0.3984,580.0,5,0,mortgage,home_improvement,salaried,midwest,branch,False,0,0
APP004942,2024-06,36,1.5,17100.0,1500.0,36,15.92,0.298,619.0,3,0,rent,medical,salaried,west,digital,False,0,0
APP004943,2022-03,32,1.8,18900.0,7400.0,24,14.94,0.3304,640.0,4,0,mortgage,other,salaried,south,digital,False,0,0
APP004944,2022-08,31,5.2,14500.0,5000.0,24,12.63,0.2768,730.0,3,0,own,debt_consolidation,salaried,northeast,partner,False,0,0
APP004945,2024-07,38,,47600.0,10100.0,48,15.05,0.2421,590.0,5,0,own,small_business,self_employed,northeast,digital,False,0,0
APP004946,2022-07,57,16.4,83700.0,76500.0,36,13.63,0.5036,706.0,5,0,mortgage,major_purchase,salaried,midwest,broker,True,0,0
APP004947,2024-05,30,7.8,25500.0,16100.0,36,15.8,0.4746,603.0,2,0,mortgage,debt_consolidation,self_employed,south,digital,False,0,0
APP004948,2024-05,24,,31800.0,10200.0,48,13.63,0.2734,732.0,5,0,rent,small_business,self_employed,south,digital,True,0,0
APP004949,2023-05,26,2.1,13100.0,1100.0,48,14.19,0.1,655.0,9,0,mortgage,major_purchase,self_employed,northeast,digital,False,0,0
APP004950,2024-05,35,1.6,29400.0,14200.0,48,14.75,0.2978,710.0,6,0,mortgage,debt_consolidation,self_employed,northeast,digital,True,0,0
APP004951,2023-07,31,2.2,16700.0,5400.0,12,14.2,0.4859,694.0,1,0,own,small_business,retired,south,digital,False,0,0
APP004952,2024-08,39,,45100.0,26700.0,60,14.18,0.3147,712.0,5,0,mortgage,debt_consolidation,self_employed,west,digital,False,0,0
APP004953,2023-01,20,2.2,20600.0,3200.0,60,15.67,0.0446,628.0,3,0,rent,auto,salaried,west,branch,False,0,0
APP004954,2024-04,45,12.5,35100.0,2200.0,36,14.51,0.1352,699.0,5,0,own,debt_consolidation,self_employed,south,branch,True,0,0
APP004955,2024-04,44,2.5,17000.0,1000.0,48,16.44,0.3213,629.0,7,0,mortgage,medical,salaried,northeast,digital,True,0,0
APP004956,2022-08,69,8.3,45900.0,16200.0,12,13.83,0.55,661.0,5,0,mortgage,medical,salaried,northeast,branch,False,0,0
APP004957,2022-03,28,3.8,44000.0,16800.0,24,15.43,0.3129,631.0,3,0,rent,debt_consolidation,self_employed,south,partner,False,0,0
APP004958,2024-10,41,5.2,45200.0,20600.0,24,14.75,0.2834,646.0,4,0,own,medical,salaried,northeast,digital,False,0,0
APP004959,2023-11,25,6.6,24100.0,16900.0,60,14.95,0.6167,,1,1,mortgage,auto,salaried,midwest,digital,False,1,1
