timestamp,card_id,amount,merchant_category,entry_mode,is_cnp,hour,day_of_week,device_age_days,country_mismatch,n_txn_1h,amount_vs_card_median,is_fraud
2025-03-15 04:53:58.371800286,297,49.24,grocery,chip,0,4,5,739,0,1,1.616,0
2025-03-15 04:57:32.825659804,3815,9.45,grocery,contactless,0,4,5,2,0,0,0.147,0
2025-03-15 04:57:42.130369150,3665,8.1,other,chip,0,4,5,93,0,0,2.45,0
2025-03-15 04:58:50.321228435,7798,35.7,restaurant,ecommerce,1,4,5,412,0,0,1.675,0
2025-03-15 04:59:31.876185780,7518,34.39,restaurant,chip,0,4,5,37,0,3,1.193,0
2025-03-15 05:03:15.904004591,6903,2.98,fuel,ecommerce,1,5,5,474,0,0,0.161,0
2025-03-15 05:11:26.415161012,4631,23.17,pharmacy,chip,0,5,5,172,0,1,1.43,0
2025-03-15 05:27:16.530804245,8937,20.61,pharmacy,ecommerce,1,5,5,175,0,0,0.403,0
2025-03-15 05:34:00.208577950,152,31.06,other,chip,0,5,5,429,0,1,0.805,0
2025-03-15 05:37:10.578456526,5219,84.02,grocery,chip,0,5,5,211,0,0,6.781,0
2025-03-15 05:44:00.240202760,416,11.2,travel,ecommerce,1,5,5,535,0,1,0.3,0
2025-03-15 05:45:20.813528564,6068,16.57,restaurant,contactless,0,5,5,440,0,1,1.331,0
2025-03-15 05:47:00.055409476,3512,61.95,restaurant,ecommerce,1,5,5,2,0,2,3.758,0
2025-03-15 05:51:31.196384334,7240,81.27,other,chip,0,5,5,41,1,0,2.592,0
2025-03-15 05:53:03.152171704,1229,47.92,travel,contactless,0,5,5,530,1,2,2.2,0
2025-03-15 05:55:22.991494437,4831,33.63,pharmacy,contactless,0,5,5,512,0,0,1.23,0
2025-03-15 05:59:03.681075196,4406,9.72,grocery,chip,0,5,5,2,0,0,0.51,0
2025-03-15 06:00:14.483907377,6840,22.24,pharmacy,chip,0,6,5,0,0,0,0.658,0
2025-03-15 06:02:30.295231107,3530,10.91,travel,contactless,0,6,5,386,0,2,0.32,0
2025-03-15 06:04:23.962372089,3985,6.59,grocery,contactless,0,6,5,0,0,0,0.513,0
2025-03-15 06:11:43.803682879,4564,15.03,grocery,ecommerce,1,6,5,553,0,1,0.817,0
2025-03-15 06:18:10.524949566,6996,152.29,pharmacy,chip,0,6,5,877,0,1,5.876,0
2025-03-15 06:22:13.198552254,2469,15.05,pharmacy,contactless,0,6,5,347,0,1,0.692,0
2025-03-15 06:24:44.720535244,111,8.32,grocery,contactless,0,6,5,720,0,1,0.152,0
2025-03-15 06:29:12.118033572,7392,35.49,grocery,contactless,0,6,5,92,0,0,1.502,0
2025-03-15 06:35:20.199987719,4441,22.6,electronics,magstripe,0,6,5,432,0,0,0.988,0
2025-03-15 06:35:36.350240455,8514,51.99,fuel,ecommerce,1,6,5,445,0,0,2.549,0
2025-03-15 06:37:29.703784328,3419,4.62,gaming,ecommerce,1,6,5,615,0,0,0.809,0
2025-03-15 06:38:50.999377845,7944,33.76,gaming,ecommerce,1,6,5,790,0,2,1.053,0
2025-03-15 06:45:58.418721385,5695,28.46,other,chip,0,6,5,470,0,0,4.077,0
2025-03-15 06:53:59.623779261,2893,11.15,other,chip,0,6,5,397,0,1,0.601,0
2025-03-15 06:56:24.951345623,2798,22.2,electronics,contactless,0,6,5,304,0,2,0.372,0
2025-03-15 07:06:38.241501365,1058,3.77,grocery,chip,0,7,5,2,0,0,0.289,0
2025-03-15 07:07:13.399863468,2468,11.25,fuel,magstripe,0,7,5,411,0,1,0.318,0
2025-03-15 07:11:32.452785300,4030,103.18,restaurant,ecommerce,1,7,5,86,0,2,3.302,0
2025-03-15 07:14:15.086182948,6853,9.81,grocery,contactless,0,7,5,2,0,0,1.297,0
2025-03-15 07:18:41.667942896,8980,20.53,pharmacy,contactless,0,7,5,633,0,0,2.091,0
2025-03-15 07:25:44.677714685,1263,1.0,other,chip,0,7,5,2,0,0,0.115,0
2025-03-15 07:27:57.460270833,4733,54.29,electronics,ecommerce,1,7,5,548,0,1,4.348,0
2025-03-15 07:30:51.383017322,2319,6.22,other,ecommerce,1,7,5,0,0,0,0.156,0
2025-03-15 07:39:39.888693145,4712,8.06,restaurant,ecommerce,1,7,5,628,0,0,0.277,0
2025-03-15 07:44:21.115752534,4440,10.5,electronics,ecommerce,1,7,5,271,0,0,0.586,0
2025-03-15 07:45:15.110222008,5640,21.83,fuel,ecommerce,1,7,5,302,0,0,1.8,0
2025-03-15 07:54:06.357909753,7875,83.62,grocery,ecommerce,1,7,5,134,0,0,2.82,0
2025-03-15 08:10:27.163452976,8186,21.8,travel,chip,0,8,5,64,0,0,1.115,0
2025-03-15 08:15:24.437265352,3879,4.22,fuel,manual,1,8,5,497,0,0,0.284,0
2025-03-15 08:15:52.660676663,2774,29.88,electronics,chip,0,8,5,789,0,2,1.599,0
2025-03-15 08:16:03.334456086,8135,74.57,restaurant,ecommerce,1,8,5,693,0,1,7.528,0
2025-03-15 08:19:22.934238372,6923,137.39,grocery,contactless,0,8,5,52,0,0,4.291,0
2025-03-15 08:21:20.365087735,4646,7.62,restaurant,contactless,0,8,5,113,0,0,0.18,0
2025-03-15 08:27:59.029574148,1594,41.08,other,contactless,0,8,5,13,1,2,0.959,0
2025-03-15 08:29:24.860881366,4088,7.8,restaurant,magstripe,0,8,5,79,0,1,0.081,0
2025-03-15 08:34:28.796189914,1022,77.01,grocery,magstripe,0,8,5,591,0,1,2.492,0
2025-03-15 08:34:40.676423657,3019,6.49,grocery,contactless,0,8,5,1,0,0,0.154,0
2025-03-15 08:41:47.113000089,6950,61.57,restaurant,chip,0,8,5,2,0,0,3.175,0
2025-03-15 08:47:04.276231050,6709,8.33,fuel,chip,0,8,5,184,0,0,0.428,0
2025-03-15 08:47:56.178441260,48,7.24,grocery,chip,0,8,5,441,0,3,0.256,0
2025-03-15 08:52:24.399129626,7582,62.71,restaurant,contactless,0,8,5,507,0,2,2.352,0
2025-03-15 08:54:18.943312188,860,21.88,pharmacy,chip,0,8,5,479,0,0,0.82,0
2025-03-15 09:06:51.670639139,6575,11.14,travel,magstripe,0,9,5,354,0,0,0.289,0
2025-03-15 09:09:08.941113218,7835,23.28,grocery,ecommerce,1,9,5,358,0,1,1.01,0
2025-03-15 09:09:29.079487235,8829,3.59,grocery,contactless,0,9,5,348,0,0,0.211,0
2025-03-15 09:13:06.405014429,5647,76.78,electronics,contactless,0,9,5,498,0,1,5.325,0
2025-03-15 09:13:38.386292382,451,32.72,travel,ecommerce,1,9,5,433,0,0,0.522,0
2025-03-15 09:13:49.324671983,3701,70.47,pharmacy,chip,0,9,5,875,0,0,5.584,0
2025-03-15 09:21:26.636836251,8964,31.61,pharmacy,contactless,0,9,5,630,0,0,1.361,0
2025-03-15 09:30:35.800048549,4179,34.73,restaurant,chip,0,9,5,764,0,1,0.597,0
2025-03-15 09:37:47.165388543,3717,9.04,fuel,ecommerce,1,9,5,343,0,0,0.726,0
2025-03-15 09:39:16.465426686,6345,14.84,other,ecommerce,1,9,5,115,0,1,0.503,0
2025-03-15 09:47:42.965495252,2768,11.41,restaurant,ecommerce,1,9,5,259,0,0,0.718,0
2025-03-15 09:48:42.461987863,1359,12.4,restaurant,manual,1,9,5,173,0,0,0.553,0
2025-03-15 09:49:20.874757040,5133,23.14,restaurant,chip,0,9,5,781,0,0,0.352,0
2025-03-15 09:55:40.126724538,2371,13.06,restaurant,ecommerce,1,9,5,1,1,1,1.172,0
2025-03-15 10:01:33.951937119,544,12.69,grocery,chip,0,10,5,399,0,0,0.682,0
2025-03-15 10:15:41.096180749,4994,43.48,pharmacy,ecommerce,1,10,5,157,0,2,2.222,0
2025-03-15 10:18:53.896411917,2656,69.03,grocery,contactless,0,10,5,79,0,2,1.919,0
2025-03-15 10:19:24.166801680,6444,88.81,other,chip,0,10,5,58,0,0,3.207,0
2025-03-15 10:25:28.013240054,3966,6.39,pharmacy,contactless,0,10,5,608,0,0,0.266,0
2025-03-15 10:26:10.022800779,2106,59.02,fuel,contactless,0,10,5,579,0,2,3.206,0
2025-03-15 10:29:54.924513780,4289,4.75,travel,contactless,0,10,5,800,0,0,0.749,0
2025-03-15 10:31:22.420454896,1952,7.56,grocery,ecommerce,1,10,5,198,0,0,0.391,0
2025-03-15 10:31:28.532523838,2389,0.77,fuel,chip,0,10,5,315,0,0,0.014,0
2025-03-15 10:34:38.614608761,7264,41.36,gaming,contactless,0,10,5,885,0,2,2.487,0
2025-03-15 10:34:59.863700604,7623,9.75,other,magstripe,0,10,5,608,0,0,0.323,0
2025-03-15 10:55:05.820110899,7354,5.19,other,contactless,0,10,5,623,0,0,0.063,0
2025-03-15 11:03:19.150019611,8561,23.7,gaming,ecommerce,1,11,5,535,0,1,0.536,0
2025-03-15 11:07:33.190604563,6779,64.83,pharmacy,contactless,0,11,5,64,0,1,3.312,0
2025-03-15 11:11:17.527386421,2272,12.41,electronics,ecommerce,1,11,5,415,0,0,1.344,0
2025-03-15 11:12:10.796944317,4490,15.63,electronics,contactless,0,11,5,2,0,0,0.848,0
2025-03-15 11:19:40.226146204,4552,214.95,grocery,chip,0,11,5,582,0,1,9.132,0
2025-03-15 11:27:24.178368781,739,30.29,fuel,chip,0,11,5,461,0,1,1.561,0
2025-03-15 11:36:52.168462488,6311,11.03,grocery,ecommerce,1,11,5,160,0,0,0.968,0
2025-03-15 11:41:45.292000838,3959,278.54,travel,contactless,0,11,5,0,0,0,14.319,1
2025-03-15 11:51:53.921943472,3916,45.88,travel,chip,0,11,5,615,0,0,3.779,0
2025-03-15 12:09:23.919254870,8757,5.23,restaurant,contactless,0,12,5,796,0,0,0.472,0
2025-03-15 12:09:26.177692714,2174,23.86,travel,contactless,0,12,5,858,0,0,0.815,0
2025-03-15 12:09:46.695830803,5856,0.47,restaurant,ecommerce,1,12,5,1,0,1,0.008,0
2025-03-15 12:14:02.877793309,4497,1.64,restaurant,chip,0,12,5,330,0,0,0.116,0
2025-03-15 12:18:34.570055792,2125,37.8,restaurant,ecommerce,1,12,5,236,0,1,1.691,0
2025-03-15 12:21:26.311822716,8210,6.33,grocery,ecommerce,1,12,5,449,0,0,0.211,0
2025-03-15 12:26:29.661812920,2786,95.06,travel,contactless,0,12,5,0,0,0,2.438,0
2025-03-15 12:29:51.620288723,358,21.72,grocery,ecommerce,1,12,5,474,0,2,1.96,0
2025-03-15 12:31:43.691988502,6481,90.73,electronics,ecommerce,1,12,5,784,0,0,5.325,0
2025-03-15 12:32:12.240641861,1410,5.37,restaurant,chip,0,12,5,540,0,1,0.449,0
2025-03-15 12:33:18.915081169,2414,11.43,restaurant,chip,0,12,5,856,0,1,0.26,0
2025-03-15 12:50:45.766228711,309,52.19,grocery,ecommerce,1,12,5,615,0,1,5.339,0
2025-03-15 12:51:09.367808185,7674,498.78,other,contactless,0,12,5,805,0,0,22.66,0
2025-03-15 12:51:58.846037438,6067,81.05,electronics,chip,0,12,5,28,0,0,5.016,0
2025-03-15 12:55:37.719671741,4118,2.82,grocery,ecommerce,1,12,5,149,0,0,0.093,0
2025-03-15 13:01:27.431388240,7513,19.85,grocery,contactless,0,13,5,676,1,0,2.072,0
2025-03-15 13:02:33.377287158,5144,34.89,travel,contactless,0,13,5,153,0,0,1.087,0
2025-03-15 13:03:48.774366433,2099,4.94,pharmacy,chip,0,13,5,746,0,0,0.418,0
2025-03-15 13:05:04.592095894,7008,58.74,grocery,chip,0,13,5,0,0,0,1.176,0
2025-03-15 13:22:33.095783459,3902,18.84,electronics,chip,0,13,5,795,0,0,0.704,0
2025-03-15 13:28:07.633852880,6307,12.52,fuel,chip,0,13,5,175,0,1,0.882,0
2025-03-15 13:29:18.859392378,5099,3.23,other,manual,1,13,5,0,0,0,0.098,0
2025-03-15 13:30:04.034081425,7097,14.57,fuel,ecommerce,1,13,5,498,0,0,1.54,0
2025-03-15 13:30:37.411900277,8830,42.62,fuel,contactless,0,13,5,111,0,1,3.202,0
2025-03-15 13:30:52.150999712,7317,35.07,gaming,chip,0,13,5,741,0,2,2.107,0
2025-03-15 13:51:01.307277008,5829,29.06,restaurant,contactless,0,13,5,479,0,0,0.791,0
2025-03-15 13:52:13.504911434,330,15.49,other,magstripe,0,13,5,627,0,0,0.44,0
2025-03-15 13:55:21.622484136,5922,58.1,other,contactless,0,13,5,146,0,1,4.825,0
2025-03-15 13:58:22.506148032,1487,3.49,restaurant,ecommerce,1,13,5,266,0,0,0.252,0
2025-03-15 14:01:18.980885261,6898,27.61,fuel,contactless,0,14,5,690,0,0,2.571,0
2025-03-15 14:07:13.595305075,7235,26.12,grocery,contactless,0,14,5,335,0,1,0.617,0
2025-03-15 14:15:21.111823166,2956,13.49,grocery,chip,0,14,5,645,0,1,1.566,0
2025-03-15 14:19:55.800989391,2198,10.5,pharmacy,contactless,0,14,5,1,0,1,0.7,0
2025-03-15 14:26:59.313043876,756,72.25,other,contactless,0,14,5,0,0,2,5.972,0
2025-03-15 14:27:18.381495678,2610,45.44,restaurant,chip,0,14,5,177,0,2,2.991,0
2025-03-15 14:29:03.677467732,1089,11.21,other,magstripe,0,14,5,853,0,1,1.095,0
2025-03-15 14:30:04.618171440,8150,36.43,restaurant,magstripe,0,14,5,224,0,1,0.991,0
2025-03-15 14:30:45.135434923,8007,21.29,pharmacy,chip,0,14,5,715,0,3,0.422,0
2025-03-15 14:35:19.969008298,2285,4.77,gaming,chip,0,14,5,658,0,1,0.161,0
2025-03-15 14:39:07.779973254,7883,20.28,pharmacy,contactless,0,14,5,681,0,0,1.795,0
2025-03-15 14:40:07.784632826,530,6.84,grocery,contactless,0,14,5,270,0,1,0.286,0
2025-03-15 14:45:58.329041930,3035,9.56,restaurant,contactless,0,14,5,759,0,0,0.224,0
2025-03-15 14:46:16.451444668,4726,43.04,fuel,chip,0,14,5,477,0,1,1.962,0
2025-03-15 14:47:20.120422792,2312,7.15,grocery,contactless,0,14,5,624,0,0,0.224,0
2025-03-15 14:47:45.815166895,818,189.08,grocery,magstripe,0,14,5,899,0,0,7.099,0
2025-03-15 14:54:42.249928431,1657,86.22,restaurant,contactless,0,14,5,755,0,1,1.785,0
2025-03-15 15:01:43.514753339,8555,18.75,grocery,contactless,0,15,5,1,0,0,1.194,0
2025-03-15 15:01:55.273681302,817,14.51,pharmacy,chip,0,15,5,626,0,0,0.555,0
2025-03-15 15:04:21.702624966,6663,34.86,grocery,manual,1,15,5,892,0,1,1.577,0
2025-03-15 15:14:01.719937232,2248,11.58,restaurant,chip,0,15,5,2,0,0,0.446,0
2025-03-15 15:14:33.012181996,6084,85.43,grocery,contactless,0,15,5,655,0,2,7.184,0
2025-03-15 15:18:49.563773748,1879,83.93,restaurant,chip,0,15,5,267,0,0,2.02,0
2025-03-15 15:27:07.873763403,4466,35.83,fuel,contactless,0,15,5,835,0,0,2.231,0
2025-03-15 15:29:14.076137844,6943,9.84,grocery,ecommerce,1,15,5,490,0,1,0.577,0
2025-03-15 15:30:56.539713409,1275,5.48,other,contactless,0,15,5,829,0,0,0.138,0
2025-03-15 15:33:15.487665314,1007,9.76,travel,chip,0,15,5,642,0,1,0.52,0
2025-03-15 15:33:51.885693191,8293,4.14,fuel,chip,0,15,5,280,0,0,0.332,0
2025-03-15 15:39:09.902015096,4180,55.95,restaurant,chip,0,15,5,309,0,0,1.75,0
2025-03-15 15:45:16.011139493,8491,18.36,pharmacy,chip,0,15,5,122,0,0,0.562,0
2025-03-15 15:45:43.376731844,5810,7.14,grocery,chip,0,15,5,890,0,1,0.051,0
2025-03-15 16:01:36.407196604,93,28.88,fuel,ecommerce,1,16,5,629,0,0,0.605,0
2025-03-15 16:04:20.823765072,2445,41.9,fuel,contactless,0,16,5,677,0,0,1.196,0
2025-03-15 16:19:51.787690487,1469,7.16,gaming,chip,0,16,5,554,0,1,0.156,0
2025-03-15 16:20:29.115481078,8306,3.35,travel,ecommerce,1,16,5,349,0,0,0.091,0
2025-03-15 16:30:14.729965334,5772,118.85,gaming,chip,0,16,5,1,0,1,4.036,0
2025-03-15 16:32:16.446176660,8782,6.58,other,contactless,0,16,5,1,0,0,0.525,0
2025-03-15 16:38:05.877282086,6895,2.51,electronics,chip,0,16,5,457,0,1,0.176,0
2025-03-15 16:43:28.131174766,7363,7.59,fuel,contactless,0,16,5,495,0,1,0.521,0
2025-03-15 16:50:31.163359988,454,53.37,other,ecommerce,1,16,5,746,1,0,4.035,0
2025-03-15 16:55:58.901021480,3916,18.27,pharmacy,chip,0,16,5,71,0,0,1.505,0
2025-03-15 17:01:40.061513796,3610,11.65,restaurant,chip,0,17,5,307,0,0,0.55,0
2025-03-15 17:03:02.021777440,1357,17.24,grocery,ecommerce,1,17,5,103,1,0,1.088,0
2025-03-15 17:12:29.341527438,8799,13.99,gaming,contactless,0,17,5,626,0,0,0.731,0
2025-03-15 17:13:37.641972564,8773,3.6,travel,chip,0,17,5,117,0,0,0.315,0
2025-03-15 17:15:31.495524383,3754,32.63,grocery,contactless,0,17,5,724,0,0,2.275,0
2025-03-15 17:19:52.032223349,4254,7.85,restaurant,manual,1,17,5,1,0,0,0.215,0
2025-03-15 17:23:52.483935582,4109,103.34,restaurant,ecommerce,1,17,5,1,0,0,7.152,0
2025-03-15 17:26:11.501671651,8864,28.53,grocery,ecommerce,1,17,5,520,0,0,1.479,0
2025-03-15 17:29:41.630693183,2099,15.12,grocery,ecommerce,1,17,5,2,0,0,1.28,0
2025-03-15 17:31:53.540408588,5048,250.37,grocery,contactless,0,17,5,568,0,0,14.547,0
2025-03-15 17:34:20.757921755,3588,8.15,gaming,contactless,0,17,5,2,0,0,1.688,0
2025-03-15 17:36:17.193205580,8711,20.83,fuel,manual,1,17,5,534,0,0,0.36,0
2025-03-15 17:38:57.082480450,3842,10.67,restaurant,chip,0,17,5,607,0,1,1.179,0
2025-03-15 17:39:07.771714459,2643,92.18,restaurant,chip,0,17,5,512,0,0,3.378,0
2025-03-15 17:39:34.997860811,5738,3.15,pharmacy,contactless,0,17,5,2,0,0,0.111,0
2025-03-15 17:41:04.439928460,6186,2.92,electronics,chip,0,17,5,451,0,0,0.093,0
2025-03-15 17:44:27.600118145,3927,357.32,electronics,chip,0,17,5,389,0,0,11.163,0
2025-03-15 17:50:14.280750295,2625,68.64,restaurant,contactless,0,17,5,804,0,0,1.145,0
2025-03-15 17:50:45.684529472,6580,5.77,grocery,ecommerce,1,17,5,304,0,0,0.424,0
2025-03-15 18:09:17.014045736,1821,65.77,electronics,contactless,0,18,5,1,0,0,5.645,0
2025-03-15 18:11:01.948737729,185,31.36,grocery,chip,0,18,5,743,0,0,1.542,0
2025-03-15 18:11:07.922680536,3659,38.16,grocery,contactless,0,18,5,598,0,0,0.825,0
2025-03-15 18:20:08.037755988,3870,25.37,other,chip,0,18,5,467,0,0,0.743,0
2025-03-15 18:43:58.715525066,3168,38.69,grocery,chip,0,18,5,729,0,2,1.553,0
2025-03-15 18:51:36.575205690,4729,50.46,grocery,ecommerce,1,18,5,510,0,1,3.051,0
2025-03-15 18:51:56.395622486,3236,2.29,grocery,ecommerce,1,18,5,116,0,2,0.112,0
2025-03-15 18:52:42.604413941,7085,5.16,grocery,ecommerce,1,18,5,705,0,0,0.368,0
2025-03-15 18:54:29.965437819,3046,94.31,pharmacy,magstripe,0,18,5,1,0,1,3.532,0
2025-03-15 18:57:15.631941474,2812,19.69,fuel,chip,0,18,5,596,0,1,0.784,0
2025-03-15 18:58:24.214188036,6603,2.6,other,contactless,0,18,5,898,0,0,0.088,0
2025-03-15 18:59:07.035271044,1417,10.25,fuel,chip,0,18,5,326,0,1,0.615,0
2025-03-15 19:00:15.573730565,2818,24.19,grocery,contactless,0,19,5,693,0,0,2.428,0
2025-03-15 19:00:43.729104170,7474,3.46,gaming,chip,0,19,5,338,1,0,0.253,0
2025-03-15 19:16:19.189426878,7706,26.94,restaurant,contactless,0,19,5,468,0,1,1.39,0
2025-03-15 19:19:59.209444712,2341,15.25,other,chip,0,19,5,316,0,0,0.691,0
2025-03-15 19:21:28.951110010,3396,106.74,travel,chip,0,19,5,487,0,2,9.077,0
2025-03-15 19:26:57.903265354,8247,105.62,restaurant,manual,1,19,5,1,0,0,4.387,0
2025-03-15 19:27:41.730598222,1231,11.27,restaurant,ecommerce,1,19,5,2,0,0,0.671,0
2025-03-15 19:28:19.816466050,5410,152.0,restaurant,chip,0,19,5,38,0,0,12.132,0
2025-03-15 19:37:49.721757451,7638,36.29,grocery,chip,0,19,5,771,0,0,1.795,0
2025-03-15 19:53:59.687115177,6765,22.52,travel,magstripe,0,19,5,659,0,1,2.939,0
2025-03-15 20:04:32.746412931,2942,3.11,pharmacy,contactless,0,20,5,2,0,0,0.238,0
2025-03-15 20:09:45.884782188,407,31.69,gaming,chip,0,20,5,253,0,1,1.198,0
2025-03-15 20:11:08.052144513,3695,83.1,pharmacy,chip,0,20,5,881,0,0,7.558,0
2025-03-15 20:22:34.240079795,2033,12.9,other,contactless,0,20,5,2,0,1,0.608,0
2025-03-15 20:28:04.939168137,2152,53.34,grocery,chip,0,20,5,610,0,1,1.823,0
2025-03-15 20:28:53.289787972,1736,19.7,pharmacy,chip,0,20,5,723,0,0,2.978,0
2025-03-15 20:48:13.817266542,8396,27.14,restaurant,ecommerce,1,20,5,398,0,0,1.961,0
2025-03-15 20:48:43.630130839,5816,126.08,electronics,ecommerce,1,20,5,65,0,0,4.261,0
2025-03-15 20:48:52.273740198,3235,17.9,fuel,contactless,0,20,5,64,0,0,0.586,0
2025-03-15 20:57:41.011230997,2019,30.66,grocery,contactless,0,20,5,0,0,0,4.551,0
2025-03-15 21:02:31.693874699,7666,7.91,gaming,chip,0,21,5,880,0,1,0.523,0
2025-03-15 21:07:15.283212383,6020,23.89,other,ecommerce,1,21,5,76,0,0,1.378,0
2025-03-15 21:16:31.103514708,7049,65.43,fuel,chip,0,21,5,405,0,0,2.132,0
2025-03-15 21:28:33.204696140,4860,22.39,other,ecommerce,1,21,5,3,0,1,2.553,0
2025-03-15 21:28:35.284668603,8153,0.7,fuel,contactless,0,21,5,211,0,2,0.056,0
2025-03-15 21:29:58.602824301,480,68.89,other,contactless,0,21,5,659,0,2,4.007,0
2025-03-15 21:35:52.675572437,337,95.5,restaurant,chip,0,21,5,377,0,1,13.386,0
2025-03-15 21:54:59.311666653,958,5.78,fuel,chip,0,21,5,215,0,0,0.165,0
2025-03-15 22:01:12.081408300,3116,46.31,restaurant,ecommerce,1,22,5,1,0,1,2.34,0
2025-03-15 22:02:32.723728457,627,182.75,gaming,contactless,0,22,5,213,0,1,29.121,0
2025-03-15 22:07:39.760377656,6471,119.56,grocery,chip,0,22,5,69,0,1,6.158,0
2025-03-15 22:08:11.146096941,2756,5.2,grocery,chip,0,22,5,183,0,1,0.231,0
2025-03-15 22:12:30.452153642,7892,11.03,electronics,ecommerce,1,22,5,102,0,1,0.775,0
2025-03-15 22:15:44.740332271,4048,3.98,grocery,ecommerce,1,22,5,463,0,0,0.155,0
2025-03-15 22:16:53.453250430,7625,19.67,restaurant,ecommerce,1,22,5,448,0,2,1.793,0
2025-03-15 22:20:15.401070056,7673,15.74,restaurant,ecommerce,1,22,5,104,0,0,0.724,0
2025-03-15 22:28:30.935304604,3704,21.58,other,ecommerce,1,22,5,682,0,1,0.608,0
2025-03-15 22:36:59.094394958,3717,8.4,pharmacy,chip,0,22,5,1,0,1,0.675,0
2025-03-15 22:56:55.774756091,1104,5.34,gaming,chip,0,22,5,476,0,1,0.268,0
2025-03-15 22:59:30.563607330,3571,6.8,electronics,ecommerce,1,22,5,463,0,0,0.462,0
2025-03-15 23:12:50.323425694,3183,4.18,gaming,magstripe,0,23,5,253,0,0,0.15,0
2025-03-15 23:20:53.493012178,626,16.7,other,ecommerce,1,23,5,98,0,0,1.868,0
2025-03-15 23:22:50.314324317,1253,4.14,grocery,chip,0,23,5,375,0,1,0.056,0
2025-03-15 23:30:17.322676367,6982,21.92,restaurant,contactless,0,23,5,552,0,0,1.067,0
2025-03-15 23:33:48.894795263,3672,9.99,other,chip,0,23,5,824,0,0,0.247,0
2025-03-15 23:36:52.418538458,2681,33.13,gaming,contactless,0,23,5,423,0,1,1.823,0
2025-03-15 23:44:26.005201612,6401,9.48,gaming,manual,1,23,5,2,0,0,0.512,0
2025-03-15 23:46:47.788151870,8323,4.25,pharmacy,chip,0,23,5,279,0,1,0.132,0
2025-03-15 23:53:36.236955000,1236,31.55,grocery,contactless,0,23,5,39,0,0,1.785,0
2025-03-15 23:56:47.239680726,2704,27.01,grocery,ecommerce,1,23,5,265,0,0,1.237,0
2025-03-16 00:01:13.766836216,3823,37.04,electronics,chip,0,0,6,265,0,0,3.705,0
2025-03-16 00:04:47.052248931,5298,8.33,other,magstripe,0,0,6,5,0,2,0.999,0
2025-03-16 00:06:21.449104063,1580,39.65,fuel,contactless,0,0,6,576,0,0,0.736,0
2025-03-16 00:08:57.018614298,7639,11.12,gaming,chip,0,0,6,589,0,0,0.69,0
2025-03-16 00:14:04.826565911,6168,33.05,fuel,chip,0,0,6,30,0,1,0.337,0
2025-03-16 00:20:07.905458195,4068,29.57,restaurant,chip,0,0,6,221,1,3,0.61,0
2025-03-16 00:22:54.625880178,22,16.71,other,chip,0,0,6,798,0,1,0.742,0
2025-03-16 00:27:16.617199410,2212,28.05,grocery,chip,0,0,6,653,0,1,1.248,0
2025-03-16 00:33:34.240737188,3022,9.23,fuel,contactless,0,0,6,470,0,0,0.269,0
2025-03-16 00:39:29.029092371,3102,10.86,restaurant,chip,0,0,6,763,0,0,0.333,0
2025-03-16 00:42:15.464200460,6221,2.16,other,chip,0,0,6,791,0,0,0.053,0
2025-03-16 00:47:23.936613789,7468,16.28,travel,ecommerce,1,0,6,2,0,0,0.701,0
2025-03-16 00:51:41.967420914,320,42.19,restaurant,ecommerce,1,0,6,1,0,1,1.781,0
2025-03-16 00:55:57.139506652,4466,33.18,electronics,ecommerce,1,0,6,249,0,0,2.066,0
2025-03-16 00:58:32.769208310,2007,9.72,grocery,chip,0,0,6,176,1,1,0.162,0
2025-03-16 01:10:04.693562361,7201,4.19,pharmacy,chip,0,1,6,865,0,0,0.172,0
2025-03-16 01:11:08.972227002,8005,6.72,other,contactless,0,1,6,17,0,2,0.313,0
2025-03-16 01:15:29.228909334,2003,19.04,other,contactless,0,1,6,855,1,2,1.169,0
2025-03-16 01:19:03.033497608,6696,34.81,other,ecommerce,1,1,6,611,0,2,1.318,0
2025-03-16 01:20:31.929663821,282,37.73,other,chip,0,1,6,773,0,1,0.448,0
2025-03-16 01:25:56.422480161,8403,10.98,other,chip,0,1,6,182,0,0,0.255,0
2025-03-16 01:27:28.208330342,3463,3.63,electronics,manual,1,1,6,26,0,0,0.119,0
2025-03-16 01:30:04.961229852,5444,4.19,restaurant,contactless,0,1,6,236,0,1,0.452,0
2025-03-16 01:34:23.266910823,7432,42.4,restaurant,contactless,0,1,6,496,0,2,1.687,0
2025-03-16 01:39:10.614458345,2480,30.32,restaurant,magstripe,0,1,6,830,0,0,0.972,0
2025-03-16 01:43:03.808610884,1880,7.47,grocery,contactless,0,1,6,469,0,0,0.385,0
2025-03-16 01:44:16.725820907,6537,15.31,grocery,ecommerce,1,1,6,538,0,1,0.776,0
2025-03-16 01:46:00.427188229,8584,15.45,travel,ecommerce,1,1,6,342,0,1,0.573,0
2025-03-16 01:47:38.606080500,8084,6.3,restaurant,chip,0,1,6,492,0,0,0.247,0
2025-03-16 01:51:42.919133886,6,45.54,fuel,chip,0,1,6,417,0,0,3.327,0
2025-03-16 01:52:18.752507158,2451,82.93,pharmacy,contactless,0,1,6,195,0,0,2.258,0
2025-03-16 02:00:39.211833221,8953,28.69,pharmacy,chip,0,2,6,528,0,1,2.247,0
