policy_id,exposure,driver_age,vehicle_age,vehicle_power,bonus_malus,annual_mileage,area,fuel,coverage,claim_count,claim_cost
POL009134,0.437,68,13.3,77.0,89,6500.0,suburban,diesel,comprehensive,0,0.0
POL009135,0.59,51,11.2,136.0,113,7500.0,rural,diesel,third_party,0,0.0
POL009136,0.689,61,2.5,113.0,109,20100.0,suburban,diesel,third_party,0,0.0
POL009137,0.848,51,9.2,118.0,71,1000.0,suburban,petrol,third_party,0,0.0
POL009138,0.535,51,2.9,57.0,133,11800.0,suburban,hybrid,comprehensive,0,0.0
POL009139,0.79,61,10.6,117.0,96,16000.0,urban,petrol,comprehensive,0,0.0
POL009140,0.77,48,3.5,149.0,133,15800.0,urban,diesel,comprehensive,0,0.0
POL009141,0.735,54,8.0,151.0,78,14800.0,suburban,hybrid,third_party,0,0.0
POL009142,0.567,46,1.1,76.0,139,7200.0,urban,petrol,comprehensive,0,0.0
POL009143,0.812,66,9.2,125.0,111,14300.0,rural,electric,third_party,0,0.0
POL009144,0.716,53,3.0,145.0,138,11900.0,urban,diesel,third_party,0,0.0
POL009145,0.727,72,3.1,133.0,93,4000.0,rural,electric,comprehensive,0,0.0
POL009146,0.678,46,14.9,153.0,80,8500.0,urban,petrol,comprehensive,0,0.0
POL009147,0.567,49,5.9,63.0,77,10700.0,suburban,petrol,comprehensive,0,0.0
POL009148,0.724,61,15.6,136.0,72,11600.0,urban,diesel,comprehensive,0,0.0
POL009149,0.696,49,3.8,124.0,71,16200.0,urban,petrol,comprehensive,0,0.0
POL009150,0.633,90,7.8,96.0,84,17600.0,suburban,diesel,comprehensive,0,0.0
POL009151,0.547,52,7.5,87.0,75,20800.0,urban,diesel,third_party,0,0.0
POL009152,0.584,58,10.4,83.0,124,5100.0,suburban,petrol,comprehensive,0,0.0
POL009153,0.714,51,2.2,77.0,103,16800.0,rural,diesel,comprehensive,0,0.0
POL009154,0.874,60,6.0,54.0,165,20400.0,urban,petrol,third_party,0,0.0
POL009155,0.577,45,2.2,161.0,78,9500.0,suburban,hybrid,third_party,0,0.0
POL009156,0.636,61,16.7,140.0,161,11000.0,suburban,petrol,comprehensive,0,0.0
POL009157,0.939,45,3.0,97.0,97,16800.0,urban,diesel,third_party,1,1274.29
POL009158,0.903,59,4.7,129.0,106,7100.0,urban,diesel,comprehensive,0,0.0
POL009159,0.662,49,5.5,142.0,116,8600.0,urban,hybrid,comprehensive,0,0.0
POL009160,0.433,70,1.2,180.0,82,12000.0,suburban,petrol,third_party,0,0.0
POL009161,0.649,84,15.2,98.0,68,16200.0,suburban,diesel,third_party,0,0.0
POL009162,0.827,44,17.1,124.0,91,20500.0,urban,petrol,third_party,0,0.0
POL009163,0.754,47,10.1,98.0,79,12200.0,urban,petrol,comprehensive,0,0.0
POL009164,0.884,49,2.5,148.0,104,10800.0,urban,diesel,comprehensive,0,0.0
POL009165,0.386,56,8.2,108.0,88,10200.0,urban,hybrid,third_party,0,0.0
POL009166,0.546,57,4.7,92.0,178,12700.0,rural,hybrid,third_party,0,0.0
POL009167,0.659,71,9.1,116.0,81,11600.0,urban,diesel,third_party,0,0.0
POL009168,0.839,59,5.7,51.0,150,9100.0,rural,diesel,third_party,0,0.0
POL009169,0.614,61,9.8,139.0,102,19800.0,urban,petrol,comprehensive,0,0.0
POL009170,0.766,81,12.4,73.0,100,15700.0,urban,petrol,comprehensive,1,274.47
POL009171,0.698,52,5.8,155.0,87,11400.0,suburban,diesel,comprehensive,0,0.0
POL009172,0.502,41,15.1,146.0,89,5800.0,suburban,petrol,comprehensive,0,0.0
POL009173,0.711,75,12.2,114.0,109,12200.0,urban,petrol,third_party,0,0.0
POL009174,0.637,61,6.4,112.0,127,2200.0,urban,petrol,comprehensive,0,0.0
POL009175,0.852,56,10.8,106.0,64,14600.0,urban,petrol,third_party,0,0.0
POL009176,0.709,60,7.3,122.0,117,10400.0,rural,diesel,third_party,0,0.0
POL009177,0.692,51,9.4,45.0,95,7700.0,urban,petrol,third_party,0,0.0
POL009178,0.605,49,10.7,121.0,142,4500.0,rural,diesel,comprehensive,1,1074.36
POL009179,0.583,38,8.3,45.0,94,19000.0,suburban,diesel,comprehensive,0,0.0
POL009180,0.51,64,15.3,105.0,94,9900.0,suburban,diesel,third_party,0,0.0
POL009181,0.752,57,8.2,107.0,164,14200.0,urban,petrol,third_party,0,0.0
POL009182,0.923,69,5.2,91.0,59,7000.0,urban,diesel,comprehensive,0,0.0
POL009183,0.649,39,6.8,148.0,143,7700.0,urban,petrol,third_party,0,0.0
POL009184,0.623,50,5.8,74.0,103,18600.0,suburban,diesel,comprehensive,1,565.16
POL009185,0.806,36,9.8,60.0,130,14400.0,urban,petrol,comprehensive,0,0.0
POL009186,0.781,61,6.7,109.0,120,11800.0,urban,electric,third_party,1,398.09
POL009187,0.63,60,2.8,112.0,116,12400.0,suburban,petrol,comprehensive,0,0.0
POL009188,0.761,66,2.6,112.0,157,18300.0,suburban,diesel,comprehensive,0,0.0
POL009189,0.477,42,7.8,72.0,77,19900.0,suburban,petrol,comprehensive,0,0.0
POL009190,0.488,48,7.8,137.0,112,18500.0,urban,petrol,third_party,0,0.0
POL009191,0.653,74,8.5,105.0,71,15400.0,suburban,petrol,comprehensive,1,301.21
POL009192,0.574,35,9.2,138.0,67,22300.0,suburban,petrol,third_party,0,0.0
POL009193,0.582,56,12.1,112.0,150,10200.0,suburban,hybrid,comprehensive,0,0.0
POL009194,0.641,73,4.8,191.0,93,14900.0,suburban,petrol,comprehensive,1,753.45
POL009195,0.288,65,9.6,155.0,94,13600.0,urban,petrol,comprehensive,0,0.0
POL009196,0.41,57,16.1,69.0,100,11600.0,urban,petrol,comprehensive,0,0.0
POL009197,0.842,42,13.9,140.0,76,17200.0,suburban,petrol,comprehensive,1,165.3
POL009198,0.972,68,8.4,126.0,73,15400.0,rural,petrol,third_party,0,0.0
POL009199,0.568,30,3.9,151.0,118,7600.0,suburban,hybrid,comprehensive,0,0.0
POL009200,0.62,47,4.2,160.0,74,13500.0,urban,petrol,third_party,0,0.0
POL009201,0.735,76,1.9,90.0,113,7600.0,rural,petrol,comprehensive,0,0.0
POL009202,0.645,46,2.4,114.0,114,7800.0,suburban,diesel,comprehensive,0,0.0
POL009203,0.898,44,2.6,93.0,111,18100.0,rural,petrol,comprehensive,0,0.0
POL009204,0.62,34,6.4,123.0,107,17500.0,urban,diesel,comprehensive,0,0.0
POL009205,0.783,68,8.9,68.0,88,16600.0,urban,diesel,comprehensive,0,0.0
POL009206,0.825,43,2.2,79.0,101,10600.0,rural,petrol,comprehensive,0,0.0
POL009207,0.709,67,9.2,113.0,71,15900.0,urban,petrol,comprehensive,1,290.7
POL009208,0.35,46,12.5,82.0,70,15400.0,suburban,petrol,comprehensive,0,0.0
POL009209,0.964,57,12.3,99.0,97,12500.0,rural,hybrid,third_party,0,0.0
POL009210,0.96,52,9.9,152.0,96,9100.0,urban,diesel,comprehensive,0,0.0
POL009211,0.943,60,6.2,104.0,74,16100.0,rural,diesel,third_party,0,0.0
POL009212,0.525,50,4.0,140.0,93,10900.0,urban,diesel,third_party,0,0.0
POL009213,0.265,49,1.6,114.0,95,17100.0,urban,petrol,third_party,0,0.0
POL009214,0.628,61,17.9,124.0,107,9100.0,rural,petrol,comprehensive,0,0.0
POL009215,0.756,70,2.8,152.0,80,10700.0,urban,diesel,comprehensive,0,0.0
POL009216,0.698,67,1.4,124.0,60,13800.0,urban,hybrid,third_party,0,0.0
POL009217,0.585,66,8.6,78.0,102,9800.0,suburban,hybrid,comprehensive,0,0.0
POL009218,0.733,30,22.0,136.0,108,16100.0,urban,petrol,third_party,0,0.0
POL009219,0.917,73,9.4,117.0,97,4300.0,rural,petrol,comprehensive,0,0.0
POL009220,0.695,54,4.5,84.0,58,24100.0,urban,hybrid,third_party,0,0.0
POL009221,0.418,77,7.0,110.0,142,15400.0,suburban,petrol,comprehensive,1,1146.97
POL009222,0.866,77,11.0,101.0,61,9400.0,rural,petrol,comprehensive,0,0.0
POL009223,0.384,72,3.4,92.0,151,18100.0,urban,petrol,third_party,0,0.0
POL009224,0.796,50,5.2,61.0,99,17400.0,urban,hybrid,third_party,0,0.0
POL009225,0.822,68,6.5,85.0,70,11000.0,urban,petrol,comprehensive,0,0.0
POL009226,0.795,51,5.2,63.0,155,9500.0,rural,petrol,comprehensive,1,873.9
POL009227,0.71,53,1.2,140.0,91,10500.0,suburban,hybrid,comprehensive,0,0.0
POL009228,0.69,51,3.3,107.0,210,15900.0,rural,hybrid,comprehensive,2,3331.83
POL009229,0.605,53,7.4,93.0,72,10600.0,rural,petrol,third_party,0,0.0
POL009230,0.449,58,5.8,121.0,127,10700.0,suburban,diesel,third_party,0,0.0
POL009231,0.742,81,2.5,142.0,92,10600.0,rural,electric,third_party,0,0.0
POL009232,0.806,77,1.8,123.0,95,6200.0,rural,diesel,comprehensive,0,0.0
POL009233,0.685,37,6.0,80.0,93,9700.0,urban,petrol,comprehensive,0,0.0
POL009234,0.743,40,2.7,122.0,90,9800.0,suburban,electric,comprehensive,1,1040.6
POL009235,0.531,58,5.3,114.0,91,10100.0,rural,hybrid,comprehensive,0,0.0
POL009236,0.83,73,3.5,132.0,206,13700.0,rural,petrol,third_party,0,0.0
POL009237,0.736,71,2.4,58.0,83,13500.0,urban,hybrid,third_party,0,0.0
POL009238,0.632,38,2.7,133.0,142,23900.0,suburban,diesel,comprehensive,0,0.0
POL009239,0.668,48,4.8,151.0,229,10900.0,urban,diesel,third_party,0,0.0
POL009240,0.924,61,7.4,81.0,150,20200.0,suburban,electric,third_party,0,0.0
POL009241,0.595,43,5.7,71.0,82,15700.0,urban,petrol,comprehensive,0,0.0
POL009242,0.889,74,8.4,84.0,61,12200.0,rural,hybrid,third_party,0,0.0
POL009243,0.738,92,4.9,78.0,62,4500.0,urban,petrol,comprehensive,0,0.0
POL009244,0.471,71,7.6,111.0,136,14600.0,suburban,petrol,comprehensive,0,0.0
POL009245,0.811,77,2.5,89.0,114,19700.0,urban,petrol,third_party,0,0.0
POL009246,0.946,56,11.8,114.0,89,9700.0,rural,petrol,comprehensive,0,0.0
POL009247,0.515,61,4.5,113.0,114,15000.0,urban,electric,comprehensive,0,0.0
POL009248,0.857,44,6.5,87.0,113,16200.0,urban,petrol,comprehensive,0,0.0
POL009249,0.89,50,10.5,125.0,191,20600.0,suburban,electric,comprehensive,0,0.0
POL009250,0.73,90,3.1,72.0,151,15800.0,urban,petrol,third_party,0,0.0
POL009251,0.793,33,3.1,68.0,92,4600.0,suburban,petrol,comprehensive,1,751.34
POL009252,0.878,39,5.8,118.0,63,14200.0,urban,petrol,third_party,0,0.0
POL009253,0.552,38,2.7,123.0,76,13900.0,urban,diesel,comprehensive,0,0.0
POL009254,0.738,54,20.0,123.0,96,13600.0,suburban,diesel,comprehensive,0,0.0
POL009255,0.949,67,6.0,85.0,120,16700.0,suburban,petrol,comprehensive,0,0.0
POL009256,0.685,42,3.2,137.0,71,13400.0,urban,diesel,comprehensive,0,0.0
POL009257,0.671,30,3.7,157.0,127,7900.0,urban,diesel,comprehensive,1,3747.73
POL009258,0.623,29,19.5,81.0,72,15200.0,urban,diesel,comprehensive,0,0.0
POL009259,0.928,47,8.5,106.0,94,11800.0,suburban,petrol,comprehensive,1,198.5
POL009260,0.494,81,5.1,114.0,87,14800.0,urban,diesel,third_party,0,0.0
POL009261,0.942,49,4.4,111.0,100,15800.0,rural,diesel,comprehensive,1,329.66
POL009262,0.947,75,2.8,108.0,74,15500.0,suburban,hybrid,third_party,0,0.0
POL009263,0.82,65,5.7,129.0,59,18200.0,rural,diesel,third_party,0,0.0
POL009264,0.93,42,5.1,103.0,180,11800.0,suburban,hybrid,third_party,0,0.0
POL009265,0.399,50,2.3,83.0,68,7000.0,rural,hybrid,third_party,0,0.0
POL009266,0.871,58,10.0,162.0,90,1900.0,suburban,petrol,comprehensive,0,0.0
POL009267,0.995,50,1.1,86.0,83,7200.0,urban,diesel,third_party,1,489.26
POL009268,0.728,45,2.9,120.0,115,7000.0,suburban,petrol,third_party,0,0.0
POL009269,0.918,54,4.9,135.0,71,20700.0,suburban,petrol,third_party,0,0.0
POL009270,0.609,58,7.7,172.0,122,11500.0,urban,petrol,third_party,1,1487.57
POL009271,0.879,54,2.7,110.0,103,6800.0,urban,petrol,comprehensive,0,0.0
POL009272,0.972,56,9.8,96.0,169,10100.0,suburban,hybrid,comprehensive,0,0.0
POL009273,0.836,61,6.5,151.0,111,15200.0,urban,electric,comprehensive,0,0.0
POL009274,0.789,50,4.7,176.0,170,11200.0,suburban,diesel,comprehensive,0,0.0
POL009275,0.886,34,3.0,124.0,95,16900.0,urban,hybrid,third_party,0,0.0
POL009276,0.441,60,2.9,106.0,98,16200.0,rural,petrol,comprehensive,0,0.0
POL009277,0.677,88,0.5,86.0,108,14400.0,rural,petrol,comprehensive,0,0.0
POL009278,0.864,73,2.1,87.0,128,15200.0,rural,petrol,comprehensive,0,0.0
POL009279,0.954,65,11.1,145.0,63,12800.0,urban,diesel,third_party,0,0.0
POL009280,0.82,62,1.4,108.0,108,8400.0,urban,diesel,comprehensive,0,0.0
POL009281,0.584,48,2.9,96.0,91,17800.0,rural,diesel,third_party,0,0.0
POL009282,0.931,57,3.4,84.0,76,12900.0,urban,petrol,third_party,0,0.0
POL009283,0.646,57,8.0,95.0,86,7400.0,rural,petrol,comprehensive,0,0.0
POL009284,0.718,56,5.8,114.0,78,12300.0,urban,electric,comprehensive,0,0.0
POL009285,0.768,53,23.9,158.0,104,6700.0,urban,petrol,third_party,0,0.0
POL009286,0.927,71,1.3,74.0,82,12600.0,suburban,petrol,third_party,0,0.0
POL009287,0.729,34,9.0,146.0,102,19300.0,suburban,diesel,comprehensive,0,0.0
POL009288,0.866,47,12.8,124.0,62,17000.0,urban,petrol,comprehensive,0,0.0
POL009289,0.841,52,4.4,97.0,70,11000.0,suburban,electric,comprehensive,0,0.0
POL009290,0.929,43,0.7,145.0,68,8100.0,suburban,diesel,comprehensive,0,0.0
POL009291,0.803,36,4.3,51.0,98,12200.0,urban,diesel,comprehensive,1,777.22
POL009292,0.707,76,11.9,88.0,94,10400.0,urban,petrol,third_party,0,0.0
POL009293,0.836,51,6.4,155.0,131,14800.0,urban,diesel,comprehensive,1,927.8
POL009294,0.864,54,3.3,104.0,112,8500.0,suburban,petrol,comprehensive,0,0.0
POL009295,0.976,68,5.2,84.0,125,1000.0,suburban,petrol,comprehensive,1,1606.47
POL009296,0.767,47,5.0,153.0,69,19200.0,suburban,petrol,comprehensive,1,527.05
POL009297,0.683,67,7.4,128.0,81,16100.0,urban,petrol,third_party,0,0.0
POL009298,0.901,55,0.4,166.0,86,8500.0,suburban,diesel,third_party,0,0.0
POL009299,0.46,51,5.0,166.0,73,5900.0,suburban,hybrid,comprehensive,0,0.0
POL009300,0.584,48,7.9,90.0,76,7500.0,rural,petrol,third_party,0,0.0
POL009301,0.778,63,2.1,126.0,110,11700.0,suburban,hybrid,third_party,1,848.23
POL009302,0.668,54,24.1,98.0,115,4600.0,urban,petrol,third_party,0,0.0
POL009303,0.378,50,5.8,104.0,86,10400.0,rural,petrol,third_party,0,0.0
POL009304,0.818,52,1.5,75.0,103,12300.0,urban,petrol,comprehensive,0,0.0
POL009305,0.538,59,4.9,125.0,95,21000.0,suburban,petrol,comprehensive,0,0.0
POL009306,0.855,60,16.8,154.0,131,9300.0,urban,petrol,comprehensive,0,0.0
POL009307,0.735,57,15.4,92.0,93,16300.0,suburban,petrol,third_party,0,0.0
POL009308,0.533,64,11.7,118.0,106,14100.0,suburban,petrol,third_party,1,945.01
POL009309,0.622,76,4.0,65.0,85,10000.0,suburban,petrol,comprehensive,0,0.0
POL009310,0.831,84,12.8,86.0,73,5600.0,urban,hybrid,comprehensive,0,0.0
POL009311,0.907,47,8.6,156.0,114,14900.0,urban,diesel,third_party,0,0.0
POL009312,0.253,66,3.0,77.0,138,24600.0,urban,petrol,third_party,0,0.0
POL009313,0.689,43,6.6,111.0,170,13600.0,urban,petrol,comprehensive,0,0.0
POL009314,0.595,65,8.0,119.0,87,22100.0,urban,electric,third_party,0,0.0
POL009315,0.564,63,3.4,158.0,82,14500.0,urban,petrol,comprehensive,0,0.0
POL009316,0.7,48,6.0,123.0,112,15800.0,suburban,diesel,comprehensive,0,0.0
POL009317,0.879,78,2.0,132.0,89,15300.0,urban,petrol,comprehensive,0,0.0
POL009318,0.681,55,4.0,98.0,108,13200.0,urban,petrol,third_party,0,0.0
POL009319,0.653,74,3.6,106.0,58,6000.0,rural,diesel,comprehensive,0,0.0
POL009320,0.72,74,5.9,71.0,86,10400.0,rural,petrol,comprehensive,0,0.0
POL009321,0.73,74,1.8,122.0,71,17400.0,suburban,diesel,comprehensive,0,0.0
POL009322,0.639,43,13.5,106.0,137,13500.0,suburban,diesel,comprehensive,0,0.0
POL009323,0.83,63,3.2,118.0,121,11600.0,rural,diesel,third_party,0,0.0
POL009324,0.504,61,5.0,64.0,83,16800.0,urban,diesel,third_party,0,0.0
POL009325,0.935,50,2.0,86.0,149,9300.0,suburban,electric,comprehensive,0,0.0
POL009326,0.864,45,5.4,73.0,128,8100.0,suburban,diesel,third_party,0,0.0
POL009327,0.712,50,7.8,170.0,82,14100.0,suburban,diesel,comprehensive,0,0.0
POL009328,0.761,57,6.3,102.0,133,20200.0,urban,petrol,comprehensive,0,0.0
POL009329,0.846,53,2.6,110.0,61,13900.0,urban,diesel,third_party,0,0.0
POL009330,0.671,53,14.9,64.0,100,15000.0,urban,diesel,third_party,0,0.0
POL009331,0.862,39,0.6,142.0,90,8800.0,suburban,petrol,comprehensive,0,0.0
POL009332,0.692,43,5.6,89.0,136,10600.0,rural,diesel,third_party,0,0.0
POL009333,0.826,56,2.3,88.0,95,12400.0,urban,hybrid,comprehensive,0,0.0
POL009334,0.822,41,11.2,136.0,112,13300.0,urban,petrol,comprehensive,0,0.0
POL009335,0.706,57,3.2,108.0,54,4100.0,urban,petrol,comprehensive,0,0.0
POL009336,0.877,55,8.7,106.0,68,15400.0,suburban,electric,comprehensive,1,432.07
POL009337,0.513,54,2.7,116.0,62,18900.0,suburban,petrol,comprehensive,0,0.0
POL009338,0.504,71,18.3,135.0,98,5100.0,suburban,petrol,comprehensive,0,0.0
POL009339,0.73,47,1.7,107.0,58,12900.0,urban,petrol,comprehensive,0,0.0
POL009340,0.345,43,7.0,137.0,121,5100.0,suburban,petrol,third_party,0,0.0
POL009341,0.827,66,5.0,53.0,98,17000.0,urban,diesel,third_party,0,0.0
POL009342,0.667,44,15.7,106.0,178,10400.0,rural,petrol,comprehensive,0,0.0
POL009343,0.337,47,2.5,85.0,92,6600.0,rural,diesel,comprehensive,0,0.0
POL009344,0.956,44,5.3,121.0,77,10200.0,suburban,petrol,third_party,0,0.0
POL009345,0.95,57,1.4,101.0,75,4700.0,suburban,petrol,third_party,0,0.0
POL009346,0.541,38,16.6,110.0,87,9000.0,suburban,diesel,comprehensive,0,0.0
POL009347,0.244,58,11.6,141.0,124,8200.0,suburban,hybrid,comprehensive,0,0.0
POL009348,0.655,67,5.1,97.0,84,16400.0,suburban,petrol,comprehensive,0,0.0
POL009349,0.871,71,12.0,56.0,110,2700.0,urban,diesel,comprehensive,0,0.0
POL009350,0.914,51,5.6,105.0,93,19200.0,rural,hybrid,comprehensive,0,0.0
POL009351,0.503,57,0.3,121.0,85,21400.0,suburban,petrol,comprehensive,0,0.0
POL009352,0.926,68,4.7,88.0,113,11300.0,urban,electric,comprehensive,0,0.0
POL009353,0.595,66,1.1,142.0,82,13400.0,urban,hybrid,comprehensive,0,0.0
POL009354,0.542,48,3.2,68.0,77,20700.0,rural,diesel,third_party,0,0.0
POL009355,0.839,49,9.9,98.0,178,14900.0,urban,petrol,third_party,0,0.0
POL009356,0.921,57,7.1,95.0,127,9800.0,urban,diesel,third_party,0,0.0
POL009357,0.886,63,3.5,170.0,229,20200.0,suburban,petrol,comprehensive,0,0.0
POL009358,0.931,56,5.8,84.0,111,13300.0,suburban,diesel,comprehensive,0,0.0
POL009359,0.934,37,3.7,88.0,95,18700.0,suburban,petrol,comprehensive,0,0.0
POL009360,0.647,50,11.0,72.0,97,9500.0,rural,petrol,third_party,0,0.0
POL009361,0.446,81,2.4,126.0,66,11400.0,urban,diesel,third_party,0,0.0
POL009362,0.67,72,10.9,138.0,107,5200.0,suburban,diesel,comprehensive,0,0.0
POL009363,0.469,52,3.1,59.0,113,15300.0,suburban,petrol,comprehensive,0,0.0
POL009364,0.799,71,7.0,128.0,109,11000.0,suburban,hybrid,comprehensive,0,0.0
POL009365,0.685,43,4.6,134.0,100,8600.0,rural,hybrid,third_party,0,0.0
POL009366,0.613,42,6.3,45.0,107,13700.0,urban,diesel,comprehensive,0,0.0
POL009367,0.656,54,3.6,148.0,83,7400.0,urban,petrol,comprehensive,0,0.0
POL009368,0.884,61,3.5,64.0,155,14100.0,urban,petrol,third_party,0,0.0
POL009369,0.697,40,13.0,128.0,101,9500.0,suburban,hybrid,comprehensive,0,0.0
POL009370,0.435,80,17.4,104.0,111,8900.0,suburban,diesel,comprehensive,0,0.0
POL009371,0.286,66,10.4,95.0,81,24200.0,urban,diesel,comprehensive,0,0.0
POL009372,0.871,45,6.1,79.0,117,12600.0,suburban,petrol,comprehensive,0,0.0
POL009373,0.688,65,9.4,123.0,156,11500.0,urban,diesel,comprehensive,0,0.0
POL009374,0.703,40,14.9,111.0,116,7100.0,urban,diesel,comprehensive,0,0.0
POL009375,0.645,56,3.9,101.0,101,12800.0,suburban,electric,comprehensive,0,0.0
POL009376,0.572,41,11.9,201.0,62,17700.0,urban,petrol,third_party,0,0.0
POL009377,0.744,41,7.1,137.0,68,11700.0,urban,electric,comprehensive,0,0.0
POL009378,0.439,55,4.2,154.0,79,11700.0,urban,diesel,third_party,0,0.0
POL009379,0.772,61,4.8,159.0,125,13000.0,urban,diesel,comprehensive,0,0.0
POL009380,0.614,49,14.3,104.0,124,12900.0,urban,diesel,comprehensive,0,0.0
POL009381,0.744,66,2.2,143.0,120,18000.0,rural,petrol,comprehensive,1,1483.0
POL009382,0.668,63,2.8,129.0,112,12200.0,urban,diesel,comprehensive,0,0.0
POL009383,0.653,81,7.3,185.0,164,20700.0,urban,diesel,comprehensive,1,891.02
POL009384,0.756,59,5.1,140.0,84,12300.0,urban,petrol,comprehensive,0,0.0
POL009385,0.88,67,13.4,155.0,84,16200.0,urban,diesel,comprehensive,1,748.17
POL009386,0.929,44,3.4,96.0,78,15500.0,suburban,diesel,third_party,0,0.0
POL009387,0.9,44,10.7,91.0,87,15000.0,suburban,petrol,comprehensive,0,0.0
POL009388,0.696,57,12.6,119.0,133,6800.0,urban,petrol,third_party,0,0.0
POL009389,0.73,68,2.2,111.0,128,18000.0,rural,diesel,comprehensive,0,0.0
POL009390,0.835,31,10.5,84.0,142,22800.0,suburban,diesel,comprehensive,1,5161.85
POL009391,0.945,53,4.3,95.0,57,10000.0,urban,diesel,comprehensive,0,0.0
POL009392,0.554,60,9.5,137.0,120,11300.0,urban,petrol,third_party,0,0.0
POL009393,0.758,48,6.2,78.0,80,18800.0,urban,diesel,comprehensive,0,0.0
POL009394,0.628,65,1.4,105.0,62,14600.0,urban,diesel,comprehensive,0,0.0
POL009395,0.726,58,14.9,91.0,101,9600.0,rural,hybrid,comprehensive,0,0.0
POL009396,0.78,42,8.7,126.0,91,14100.0,urban,petrol,comprehensive,0,0.0
POL009397,0.952,55,9.9,147.0,82,11500.0,urban,petrol,third_party,0,0.0
POL009398,0.684,58,7.2,69.0,88,9200.0,suburban,hybrid,comprehensive,1,837.28
POL009399,0.679,54,1.5,140.0,108,9800.0,urban,diesel,comprehensive,0,0.0
POL009400,0.762,50,8.5,65.0,161,6500.0,urban,hybrid,comprehensive,1,1455.0
POL009401,0.512,42,11.5,89.0,149,10300.0,urban,diesel,third_party,0,0.0
POL009402,0.829,41,12.2,131.0,71,11700.0,suburban,petrol,third_party,0,0.0
POL009403,0.735,90,6.2,122.0,128,4700.0,urban,diesel,third_party,0,0.0
POL009404,0.442,49,7.3,101.0,72,7800.0,urban,petrol,third_party,0,0.0
POL009405,0.827,35,1.7,120.0,156,10900.0,suburban,petrol,third_party,0,0.0
POL009406,0.443,49,2.9,129.0,69,6600.0,suburban,petrol,third_party,0,0.0
POL009407,0.433,51,3.2,159.0,85,6000.0,urban,electric,third_party,0,0.0
POL009408,0.875,43,3.3,101.0,100,4900.0,urban,electric,comprehensive,0,0.0
POL009409,0.689,30,10.8,164.0,155,16300.0,suburban,diesel,comprehensive,0,0.0
POL009410,0.873,61,9.0,46.0,85,10500.0,rural,diesel,third_party,0,0.0
POL009411,0.872,69,8.3,125.0,81,8500.0,suburban,hybrid,comprehensive,0,0.0
POL009412,0.739,47,30.0,77.0,79,9900.0,suburban,petrol,third_party,0,0.0
POL009413,0.807,42,4.4,107.0,112,10800.0,urban,petrol,third_party,0,0.0
POL009414,0.563,56,2.3,100.0,106,12500.0,urban,petrol,comprehensive,0,0.0
POL009415,0.893,68,10.9,173.0,86,1000.0,urban,diesel,comprehensive,0,0.0
POL009416,0.711,55,12.0,94.0,153,15800.0,rural,electric,comprehensive,0,0.0
POL009417,0.722,50,7.9,130.0,108,15900.0,urban,diesel,third_party,0,0.0
POL009418,0.732,57,11.5,99.0,98,8600.0,suburban,petrol,third_party,0,0.0
POL009419,0.757,72,5.4,127.0,128,10100.0,urban,hybrid,third_party,0,0.0
POL009420,0.956,52,4.3,91.0,80,14500.0,suburban,diesel,comprehensive,1,686.73
POL009421,0.416,61,1.9,126.0,104,8900.0,suburban,diesel,third_party,0,0.0
POL009422,0.945,49,11.1,149.0,100,17900.0,suburban,diesel,third_party,0,0.0
POL009423,0.823,41,9.1,90.0,71,15000.0,urban,petrol,comprehensive,0,0.0
POL009424,0.841,45,10.2,134.0,120,7200.0,urban,diesel,comprehensive,0,0.0
POL009425,0.731,54,8.7,145.0,163,13100.0,urban,petrol,comprehensive,0,0.0
POL009426,0.402,63,2.4,122.0,201,19300.0,urban,diesel,comprehensive,0,0.0
POL009427,0.841,39,2.8,107.0,67,15300.0,urban,diesel,third_party,0,0.0
POL009428,0.903,71,0.3,163.0,102,12000.0,urban,petrol,comprehensive,0,0.0
POL009429,0.912,56,4.7,162.0,96,10900.0,urban,petrol,comprehensive,0,0.0
POL009430,0.826,29,3.1,98.0,86,15600.0,suburban,electric,comprehensive,0,0.0
POL009431,0.742,56,5.2,110.0,106,10400.0,rural,hybrid,comprehensive,0,0.0
POL009432,0.898,56,2.9,128.0,108,13600.0,rural,diesel,comprehensive,0,0.0
POL009433,0.619,55,4.6,166.0,126,11300.0,suburban,petrol,third_party,0,0.0
POL009434,0.713,42,12.7,89.0,128,16800.0,suburban,petrol,third_party,0,0.0
POL009435,0.73,55,3.7,93.0,92,10800.0,rural,petrol,comprehensive,0,0.0
POL009436,0.758,56,18.0,81.0,98,9500.0,suburban,hybrid,comprehensive,0,0.0
POL009437,0.78,65,4.0,141.0,63,21000.0,urban,diesel,comprehensive,1,627.6
POL009438,0.455,45,6.1,208.0,127,21000.0,rural,diesel,comprehensive,0,0.0
POL009439,0.784,42,2.2,80.0,115,14200.0,urban,petrol,third_party,0,0.0
POL009440,0.775,43,9.5,134.0,82,9200.0,suburban,petrol,third_party,0,0.0
POL009441,0.717,68,5.3,119.0,132,15400.0,urban,petrol,comprehensive,0,0.0
POL009442,0.849,57,7.1,155.0,139,21000.0,suburban,hybrid,comprehensive,0,0.0
POL009443,0.917,68,20.7,45.0,111,11200.0,suburban,electric,comprehensive,0,0.0
POL009444,0.862,43,2.5,109.0,94,10500.0,urban,petrol,comprehensive,0,0.0
